claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
23899,65,M,1.0,85,41743,1,0,Rent,15010,3/7/2016,Monday,Local,0,0.0,25,Broker,1,4300.2893030000005,8.0,Medium,33275.12538,other,28961.76099,0
23900,32,M,1.0,86,34659,1,0,Own,15021,10/18/2015,Sunday,Local,0,1.0,92,Online,1,8076.111372,8.0,Compact,17304.06521,gray,46759.1856,0
23901,32,M,1.0,80,34668,1,0,Own,80010,6/22/2015,Monday,Highway,0,1.0,8,Broker,1,1705.253409,8.0,Compact,18757.52549,red,28043.119560000003,0
23902,50,F,1.0,77,39119,0,1,Own,80020,8/15/2016,Monday,Local,2,0.0,49,Phone,1,5689.5066130000005,3.0,Large,29226.079510000003,other,30476.59855,1
23903,44,M,1.0,72,37847,0,1,Own,85022,6/19/2016,Sunday,Local,0,0.0,1,Broker,0,3382.2877280000002,4.0,Medium,57152.30293,silver,37431.8213,1
23904,43,F,1.0,85,37631,1,0,Rent,15047,9/4/2016,Sunday,Parking Lot,0,0.0,52,Phone,0,6811.0435879999995,1.0,Compact,28453.54469,gray,19545.38273,0
23905,51,M,0.0,74,39312,1,1,Rent,80022,1/25/2016,Monday,Local,0,1.0,100,Broker,0,5715.226327,5.0,Large,18815.64242,gray,25537.30632,0
23907,38,M,1.0,88,36365,0,0,Own,80021,10/29/2016,Saturday,Local,0,0.0,100,Broker,1,4353.1131700000005,9.0,Compact,19854.88459,black,17909.22158,0
23908,31,F,1.0,72,34334,1,1,Rent,85077,8/5/2016,Friday,Parking Lot,0,0.0,61,Broker,1,6554.018426,6.0,Compact,26599.3701,black,10065.79388,0
23909,52,F,1.0,61,39523,1,0,Own,80006,1/20/2015,Tuesday,Local,1,0.0,87,Phone,1,5163.067161,6.0,Medium,18535.78099,white,17505.18466,0
23910,45,M,0.0,92,38074,1,1,Rent,80108,10/8/2016,Saturday,Local,0,0.0,2,Broker,1,2529.878871,4.0,Medium,22482.2369,other,11128.64392,0
23911,27,F,1.0,86,32942,0,0,Rent,80047,11/4/2015,Wednesday,Local,2,0.0,49,Online,1,6798.285545000001,3.0,Compact,43650.28294,black,25712.68588,1
23912,46,F,1.0,83,38271,1,1,Own,50008,2/23/2015,Monday,Parking Lot,0,0.0,97,Online,1,4399.196533,3.0,Compact,14719.82607,red,18783.77634,0
23913,53,F,1.0,58,39708,1,1,Own,85004,7/28/2016,Thursday,Parking Lot,0,0.0,47,Phone,1,4197.897910000001,6.0,Compact,19797.15131,black,23373.08839,0
23918,51,M,1.0,83,39332,1,1,Rent,20115,3/6/2015,Friday,Parking Lot,0,0.0,59,Broker,1,3514.757722,5.0,Compact,10144.84395,other,49092.76633,0
23919,29,M,1.0,60,33671,1,1,Rent,20146,9/11/2016,Sunday,Highway,0,0.0,47,Online,1,3666.7203729999997,6.0,Medium,11247.11605,black,13252.200990000001,0
23920,52,F,1.0,29,39497,1,1,Own,85067,1/25/2015,Sunday,Highway,0,0.0,66,Broker,0,4930.032094,6.0,Compact,17117.96674,blue,19399.80194,0
23923,26,F,0.0,67,32583,1,1,Own,80023,7/23/2015,Thursday,Highway,0,1.0,60,Online,1,3866.824722,4.0,Compact,26342.34059,gray,11290.7242,0
23924,53,M,1.0,76,39694,1,0,Own,50034,9/30/2015,Wednesday,Local,0,0.0,4,Broker,1,5191.202202,4.0,Compact,14297.78091,silver,16040.23547,0
23926,44,F,1.0,89,37847,1,1,Own,20164,3/22/2015,Sunday,Highway,0,0.0,2,Broker,1,4758.083804,2.0,Medium,9687.74833,silver,9052.678118,0
23927,55,F,1.0,71,40072,0,1,Rent,50049,5/6/2015,Wednesday,Parking Lot,0,0.0,21,Broker,1,2415.966754,6.0,Large,11667.58389,white,14820.33966,0
23928,56,M,1.0,67,40252,0,0,Rent,50021,2/14/2016,Sunday,Local,0,0.0,83,Broker,1,7008.403964,9.0,Compact,24547.20252,black,24150.03383,1
23930,34,F,0.0,95,35245,1,1,Own,85068,3/6/2015,Friday,Local,0,0.0,50,Online,0,2425.2684010000003,3.0,Compact,39115.88685,red,18879.79573,0
23931,58,F,1.0,86,40608,1,0,Own,20130,3/21/2016,Monday,Parking Lot,0,0.0,35,Phone,0,4440.443088,5.0,Compact,40139.19458,silver,14069.81939,0
23932,35,M,0.0,87,35566,1,0,Own,50040,2/21/2015,Saturday,Parking Lot,0,0.0,58,Phone,1,6843.248725,3.0,Large,5135.534658,blue,14268.69855,0
23934,33,F,1.0,61,34962,1,0,Rent,80012,5/24/2016,Tuesday,Highway,0,0.0,84,Phone,0,5444.181711,4.0,Compact,22167.83285,white,17376.90037,0
23936,41,F,1.0,44,37136,0,1,Own,15004,11/3/2016,Thursday,Parking Lot,0,0.0,84,Broker,0,5075.8609240000005,6.0,Medium,22432.68036,gray,22537.78475,0
23937,31,F,1.0,72,34337,1,1,Own,15009,9/5/2016,Monday,Local,0,0.0,0,Broker,1,7822.398661,6.0,Medium,11089.15842,gray,21669.222169999997,0
23939,36,F,1.0,25,35842,0,0,Rent,20134,6/23/2015,Tuesday,Parking Lot,0,0.0,46,Broker,1,3852.8233,5.0,Large,22668.61608,other,36600.8178,0
23940,32,M,1.0,34,34649,1,0,Own,20112,9/20/2016,Tuesday,Parking Lot,0,0.0,33,Broker,1,2885.0772620000002,4.0,Medium,20100.03662,blue,21935.77631,0
23942,55,M,1.0,83,40098,1,0,Rent,20160,3/29/2015,Sunday,Local,0,1.0,85,Broker,1,3986.5432229999997,2.0,Large,18561.94025,silver,9066.890274,0
23943,36,M,1.0,55,35848,1,0,Rent,20102,9/22/2016,Thursday,Local,0,1.0,90,Broker,1,4256.596539,6.0,Compact,13154.22348,blue,28152.183380000002,0
23946,47,F,1.0,88,38508,0,0,Own,85046,6/8/2016,Wednesday,Local,0,1.0,3,Phone,1,6566.321534000001,3.0,Compact,28169.190160000002,other,10050.261040000001,0
23947,67,F,1.0,51,42061,1,0,Own,15025,9/15/2016,Thursday,Parking Lot,0,0.0,85,Online,0,6051.01536,5.0,Large,35816.09525,silver,23490.84054,0
23948,46,F,1.0,95,38307,1,0,Own,50020,9/6/2016,Tuesday,Local,0,0.0,91,Broker,1,3750.800978,6.0,Compact,65914.68314,other,23361.73186,1
23950,28,M,1.0,91,33331,0,1,Rent,85024,4/28/2016,Thursday,Parking Lot,0,0.0,50,Online,0,3686.2024619999997,8.0,Medium,7520.535693000001,silver,33452.62854,0
23951,46,M,1.0,73,38301,1,1,Rent,20148,3/6/2015,Friday,Highway,3,0.0,2,Online,1,6016.188827,2.0,Large,24276.32495,blue,13292.8474,0
23954,41,F,1.0,75,37152,1,0,Own,20135,3/6/2016,Sunday,Local,0,0.0,39,Broker,1,9328.191894,5.0,Compact,47093.57143,silver,17826.71511,0
23955,67,M,1.0,78,42050,1,0,Own,15012,3/28/2016,Monday,Local,0,0.0,100,Broker,1,6158.145425,7.0,Compact,23849.27173,other,12493.741559999999,0
23958,31,M,1.0,55,34335,0,0,Rent,50022,3/30/2016,Wednesday,Local,1,1.0,81,Phone,1,6117.656838,7.0,Compact,39294.51281,black,72577.30576,0
23959,27,M,0.0,83,32958,1,1,Rent,50047,7/13/2015,Monday,Highway,1,0.0,46,Online,1,5007.494825,11.0,Medium,39412.989989999995,blue,16671.63392,0
23960,58,F,0.0,85,40629,1,1,Rent,20106,1/24/2015,Saturday,Highway,0,0.0,1,Phone,0,1958.0961489999997,7.0,Medium,9131.183544,silver,20668.00235,0
23961,24,M,1.0,96,31774,0,1,Rent,15001,12/22/2015,Tuesday,Local,1,0.0,6,Online,1,7493.16593,8.0,Compact,17078.68222,white,6226.874723,1
23962,35,F,1.0,47,35563,1,0,Rent,85006,9/22/2016,Thursday,Local,1,0.0,95,Broker,0,5321.082888,6.0,Medium,31445.124939999998,silver,19835.34676,0
23966,89,F,1.0,85,44891,1,0,Own,85033,4/7/2015,Tuesday,Highway,1,1.0,100,Broker,1,7456.016131,7.0,Large,49819.37354,black,16028.80356,0
23968,69,M,1.0,85,42356,1,1,Rent,20113,3/27/2016,Sunday,Parking Lot,0,0.0,39,Phone,1,8543.902973,6.0,Medium,12998.54969,silver,11825.61645,0
23970,26,F,1.0,47,32571,0,1,Rent,80021,12/16/2015,Wednesday,Highway,0,0.0,24,Online,1,3073.588723,8.0,Large,15195.716019999998,red,21909.292980000002,1
23972,44,F,1.0,89,37841,1,1,Own,20147,10/26/2016,Wednesday,Parking Lot,0,0.0,2,Broker,1,3854.516117,5.0,Medium,16111.059319999998,white,41548.85968,0
23976,53,M,1.0,66,39698,1,1,Rent,20102,3/23/2015,Monday,Local,2,0.0,3,Phone,1,3800.3211229999997,4.0,Large,11747.57783,black,52577.46923,0
23977,49,F,1.0,71,38921,1,0,Rent,85009,1/21/2016,Thursday,Highway,1,1.0,59,Phone,1,5582.735879999999,5.0,Large,6637.04841,gray,23633.07699,0
23978,50,F,1.0,73,39124,0,0,Rent,50058,4/9/2016,Saturday,Local,0,0.0,51,Broker,1,2965.199066,3.0,Compact,18132.60899,silver,17679.793680000002,0
23980,46,F,0.0,69,38277,0,0,Own,20135,7/28/2015,Tuesday,Parking Lot,0,0.0,49,Phone,0,3013.587496,2.0,Large,24191.91476,blue,17828.40764,0
23982,39,M,1.0,91,36619,0,1,Own,80046,1/23/2016,Saturday,Highway,0,0.0,92,Broker,0,6762.711643000001,6.0,Medium,10841.04221,black,24410.65799,1
23983,39,F,1.0,64,36629,0,0,Rent,15019,9/18/2015,Friday,Highway,0,0.0,99,Broker,0,3761.641684,5.0,Large,30812.780110000003,other,35976.32015,0
23984,51,F,1.0,57,39320,1,1,Own,80110,12/4/2016,Sunday,Parking Lot,1,0.0,87,Broker,1,2925.981012,7.0,Medium,31135.73613,black,22560.78295,0
23985,49,F,1.0,79,38923,0,1,Rent,20152,11/25/2015,Wednesday,Parking Lot,0,0.0,66,Broker,0,5938.023966,5.0,Medium,16899.27333,gray,11927.12856,1
23986,44,M,0.0,54,37846,1,0,Rent,20106,3/18/2015,Wednesday,Parking Lot,0,0.0,92,Broker,0,5764.507247,5.0,Medium,21499.86137,gray,50186.82655,0
23988,58,F,1.0,75,40603,1,1,Rent,85023,8/3/2015,Monday,Parking Lot,0,0.0,64,Broker,1,4204.737711,5.0,Large,19850.14894,gray,10935.30328,0
23989,46,F,0.0,68,38277,1,0,Own,15006,2/27/2016,Saturday,Parking Lot,1,0.0,23,Broker,1,3854.7143479999995,3.0,Compact,28759.81163,black,47353.0611,0
23990,39,F,1.0,17,36627,1,0,Rent,15012,3/23/2015,Monday,Highway,0,0.0,4,Broker,0,4463.67532,6.0,Large,21175.1305,black,21035.754409999998,0
23993,60,F,1.0,92,40943,1,0,Own,80015,11/8/2015,Sunday,Local,0,0.0,100,Broker,1,4248.393432,6.0,Large,22050.10659,other,16487.25206,0
23995,34,M,1.0,75,35257,1,1,Own,85062,4/4/2016,Monday,Parking Lot,0,0.0,54,Broker,1,2530.709759,2.0,Compact,36707.81407,other,38817.08049,0
24001,54,F,1.0,75,39897,0,0,Rent,15001,8/22/2016,Monday,Local,0,0.0,26,Phone,1,5124.028674,6.0,Large,20085.853069999997,silver,22233.93552,0
24004,40,M,0.0,68,36874,1,0,Rent,20165,12/23/2016,Friday,Local,0,0.0,50,Broker,0,4554.011939,2.0,Compact,10661.208929999999,gray,16175.026119999999,0
24005,31,M,1.0,79,34345,1,1,Rent,80005,1/14/2015,Wednesday,Parking Lot,0,1.0,72,Phone,1,4966.99131,2.0,Large,12337.73062,white,34980.39363,0
24007,37,M,1.0,79,36108,1,1,Own,50008,10/3/2015,Saturday,Local,0,0.0,88,Broker,1,2239.294182,6.0,Large,6508.555972,black,18655.24697,0
24009,36,F,1.0,56,35817,1,1,Rent,80002,1/12/2016,Tuesday,Local,0,0.0,43,Broker,0,5723.50636,2.0,Medium,23998.070180000002,red,17197.8237,1
24010,54,F,1.0,77,39900,1,0,Rent,50059,4/30/2016,Saturday,Local,0,1.0,99,Broker,1,7497.001747,8.0,Compact,27415.39078,gray,44243.34276,0
24011,30,F,1.0,70,33991,1,0,Own,80108,3/7/2016,Monday,Parking Lot,0,0.0,24,Broker,1,3646.512683,4.0,Large,24732.58789,white,17874.39566,0
24013,41,M,1.0,75,37124,1,0,Own,15047,4/17/2015,Friday,Local,0,0.0,55,Phone,1,3861.565807,3.0,Large,25663.21802,other,34314.683580000004,0
24014,79,M,1.0,58,43693,1,0,Own,15043,6/9/2016,Thursday,Parking Lot,1,0.0,2,Broker,0,9427.532267,8.0,Large,32946.4109,red,25284.27752,0
24015,60,M,1.0,39,40941,1,1,Rent,50025,3/24/2015,Tuesday,Highway,0,0.0,8,Online,0,6034.094436,9.0,Medium,17210.637,blue,22399.15993,0
24016,46,F,0.0,63,38290,1,0,Own,15045,12/15/2016,Thursday,Local,0,0.0,99,Broker,0,7966.872251999999,4.0,Compact,11833.0625,gray,43728.53982,0
24018,51,M,1.0,69,39322,0,1,Own,15018,11/11/2016,Friday,Parking Lot,0,0.0,97,Phone,0,3894.027248,3.0,Large,16327.51244,other,32535.30858,0
24019,38,M,1.0,86,36386,0,1,Own,50047,12/12/2016,Monday,Local,0,0.0,5,Broker,0,5694.718041,2.0,Large,12600.49358,gray,9170.172355,0
24021,26,M,1.0,70,32580,1,0,Rent,15001,1/30/2015,Friday,Parking Lot,0,0.0,91,Online,0,5923.5051539999995,9.0,Large,11012.049729999999,gray,35524.87415,0
24022,42,F,1.0,80,37371,0,0,Own,80046,2/10/2016,Wednesday,Parking Lot,0,0.0,0,Broker,0,6317.786482,6.0,Medium,40582.58866,white,24034.98647,0
24024,46,F,0.0,94,38302,0,0,Own,50029,1/5/2016,Tuesday,Local,2,1.0,95,Phone,1,3439.777892,6.0,Compact,19520.98991,red,15325.11106,0
24025,34,M,1.0,92,35276,0,0,Own,50002,8/15/2016,Monday,Parking Lot,0,0.0,93,Broker,1,6130.812011999999,6.0,Large,16123.701319999998,blue,13469.593209999999,0
24026,51,M,1.0,64,39324,1,1,Rent,80023,8/11/2016,Thursday,Parking Lot,0,0.0,71,Phone,1,7569.2436370000005,3.0,Compact,25720.1606,black,19753.27417,0
24028,44,M,1.0,65,37846,0,1,Rent,15009,11/30/2016,Wednesday,Local,2,0.0,47,Broker,1,3559.0238329999997,10.0,Compact,25430.174030000002,black,30557.85366,1
24031,37,M,1.0,92,36111,1,1,Own,80108,7/18/2016,Monday,Parking Lot,0,0.0,10,Broker,1,4942.775118,4.0,Medium,28247.324460000003,other,10234.19816,0
24032,49,M,0.0,49,38919,1,0,Rent,20108,8/10/2015,Monday,Parking Lot,0,1.0,0,Phone,0,6584.252062,4.0,Medium,28508.13518,black,17871.267369999998,0
24033,26,M,0.0,76,32580,1,0,Rent,80002,11/27/2016,Sunday,Local,2,0.0,84,Online,1,1712.552358,4.0,Medium,17244.95325,silver,47770.10532,0
24035,29,F,0.0,69,33683,1,1,Rent,20153,5/19/2015,Tuesday,Local,2,1.0,96,Online,1,4247.595802000001,4.0,Medium,29647.160760000002,black,10400.72948,0
24036,62,F,0.0,67,41277,1,0,Own,50058,3/21/2016,Monday,Local,0,0.0,49,Broker,0,5443.130779,2.0,Compact,49720.01497,gray,21825.77936,1
24039,58,M,1.0,62,40610,1,1,Rent,15053,6/21/2015,Sunday,Local,0,0.0,85,Broker,1,3409.409076,6.0,Large,23260.04978,gray,13686.747969999999,0
24040,36,F,1.0,82,35826,1,0,Rent,85001,3/18/2016,Friday,Local,0,0.0,3,Phone,1,2511.66329,3.0,Medium,16490.88798,silver,15402.19571,0
24041,30,F,1.0,79,34008,1,0,Own,20124,2/17/2016,Wednesday,Parking Lot,2,0.0,49,Broker,1,6796.613995999999,4.0,Compact,40370.18628,silver,32524.188939999996,0
24042,52,M,1.0,94,39518,1,0,Own,15031,2/11/2015,Wednesday,Parking Lot,0,0.0,50,Phone,0,7243.016656999999,8.0,Medium,12587.13795,white,9219.380756,0
24043,45,M,0.0,85,38091,1,0,Rent,50048,2/10/2016,Wednesday,Local,0,0.0,47,Broker,1,6762.964843000001,8.0,Compact,18248.372669999997,white,6738.779012000001,0
24044,53,F,0.0,66,39683,0,1,Own,50002,12/12/2015,Saturday,Highway,0,,59,Phone,1,8096.67537,5.0,Large,45720.19043,blue,23410.57265,0
24046,44,F,1.0,69,37830,0,1,Own,85060,4/17/2016,Sunday,Local,0,1.0,50,Broker,1,3830.0382340000006,5.0,Compact,24570.93287,silver,23595.67414,0
24047,39,F,1.0,68,36638,1,0,Rent,80002,11/1/2016,Tuesday,Local,0,0.0,53,Phone,0,2946.481494,3.0,Large,9937.221382,white,33273.8758,0
24048,48,M,1.0,45,38691,0,1,Own,20135,12/20/2015,Sunday,Highway,2,0.0,88,Broker,1,3192.563855,3.0,Medium,29606.901569999998,blue,9288.506372,0
24052,37,M,1.0,28,36121,1,0,Rent,80033,3/21/2016,Monday,Highway,4,0.0,51,Broker,1,1584.645754,9.0,Compact,31501.15085,other,32566.43492,1
24053,47,M,1.0,76,38502,1,0,Own,85015,5/22/2015,Friday,Highway,0,0.0,98,Phone,0,2511.449457,1.0,Large,18087.21488,other,20733.617459999998,0
24055,63,F,1.0,84,41414,1,0,Own,15009,8/28/2016,Sunday,Local,1,0.0,99,Broker,1,6108.273058,4.0,Compact,25452.54135,silver,9486.656104000002,0
24057,39,M,1.0,85,36641,1,0,Own,80004,12/15/2015,Tuesday,Local,0,1.0,11,Phone,1,4010.825372,3.0,Large,90702.83891,blue,19318.342119999998,0
24058,30,F,1.0,66,34016,1,1,Own,85054,5/5/2015,Tuesday,Highway,2,0.0,94,Phone,1,4098.026231,4.0,Large,18113.02061,red,9161.48697,1
24059,36,M,1.0,36,35832,1,1,Rent,15059,9/27/2016,Tuesday,Parking Lot,1,0.0,53,Broker,1,2686.410975,5.0,Compact,18854.0172,other,35946.36064,0
24060,30,F,1.0,83,34009,1,0,Own,20108,8/2/2015,Sunday,Highway,0,0.0,97,Broker,0,7753.692219,3.0,Large,12230.65051,gray,7869.139991,0
24061,67,M,1.0,47,42056,1,0,Rent,20148,5/13/2016,Friday,Local,0,0.0,5,Broker,0,8501.930684,13.0,Large,15730.632730000001,blue,16781.67757,0
24062,50,M,1.0,59,39134,1,0,Own,20103,3/22/2016,Tuesday,Parking Lot,0,0.0,100,Phone,0,4407.936225,5.0,Medium,36571.09102,other,21504.37127,0
24063,41,M,1.0,60,37133,1,1,Own,15026,1/20/2016,Wednesday,Parking Lot,0,0.0,76,Phone,0,4475.160409,5.0,Medium,23532.37139,black,24074.37117,1
24065,54,M,1.0,85,39893,1,1,Rent,20103,6/23/2016,Thursday,Local,1,1.0,99,Online,1,4439.611121,4.0,Compact,21683.659519999997,other,17596.88968,0
24067,53,M,1.0,76,39707,1,0,Own,20105,4/3/2015,Friday,Local,1,1.0,25,Phone,1,7392.500131000001,6.0,Compact,13609.01635,silver,4729.986175999999,0
24069,42,F,1.0,78,37364,1,1,Own,80023,7/10/2016,Sunday,Highway,0,1.0,97,Broker,0,6161.363993,3.0,Compact,19547.02895,other,13656.886719999999,0
24070,67,F,1.0,69,42052,1,0,Own,80003,6/14/2015,Sunday,Local,0,0.0,72,Broker,1,3879.788236,7.0,Large,31239.340689999997,black,3377.13739,0
24071,37,F,1.0,42,36107,1,1,Rent,50056,2/14/2015,Saturday,Local,0,1.0,97,Broker,1,5541.707481,6.0,Compact,27857.669380000003,gray,19360.85083,0
24073,62,F,1.0,96,41282,0,0,Rent,85076,10/4/2016,Tuesday,Parking Lot,1,0.0,47,Online,1,1565.512308,6.0,Compact,15022.29024,black,17494.48803,1
24074,56,M,1.0,61,40271,1,1,Own,85021,10/6/2016,Thursday,Parking Lot,0,0.0,27,Phone,0,5346.235151,3.0,Large,37265.20042,red,18553.82315,0
24076,39,F,1.0,69,36628,1,1,Rent,15021,9/15/2015,Tuesday,Local,0,0.0,41,Broker,0,4497.558777,1.0,Medium,24450.26405,gray,9653.393589,0
24078,45,F,0.0,83,38075,0,1,Own,85003,12/30/2016,Friday,Local,1,0.0,11,Broker,1,7083.894931,2.0,Medium,13742.0439,red,39898.60759,0
24081,49,F,0.0,76,38911,1,1,Own,85035,9/15/2016,Thursday,Parking Lot,3,0.0,59,Broker,1,5572.0617,7.0,Compact,19901.126630000002,gray,34101.85692,1
24084,52,M,1.0,86,39502,1,0,Own,20129,3/20/2015,Friday,Local,0,0.0,31,Broker,1,2143.263346,4.0,Medium,6673.872911,silver,22630.92316,0
24085,60,M,1.0,87,40952,0,0,Rent,80030,3/17/2016,Thursday,Local,0,0.0,6,Phone,1,3763.1814670000003,9.0,Large,14919.323330000001,silver,23559.61005,0
24087,57,F,1.0,53,40443,1,1,Own,20107,5/8/2015,Friday,Highway,5,0.0,17,Phone,1,4281.3372549999995,7.0,Compact,11106.37907,other,23768.41934,0
24089,45,M,1.0,56,38067,0,1,Own,50021,10/5/2015,Monday,Local,0,0.0,98,Broker,0,4014.783096,4.0,Compact,32565.957810000004,black,13520.925619999998,0
24090,48,M,1.0,85,38710,0,1,Rent,85075,9/18/2016,Sunday,Local,0,1.0,28,Broker,0,3498.0751159999995,10.0,Medium,33692.02233,gray,16149.68764,1
24091,44,M,1.0,78,37842,1,0,Own,15053,10/17/2015,Saturday,Local,1,1.0,94,Phone,1,2642.775608,3.0,Medium,63128.445470000006,silver,14441.47662,0
24092,42,M,1.0,72,37366,1,0,Own,80022,2/5/2015,Thursday,Highway,0,1.0,72,Broker,0,5055.086475,6.0,Large,21993.49112,white,31787.31143,0
24093,40,F,0.0,93,36879,1,0,Own,15001,7/15/2015,Wednesday,Local,0,0.0,0,Phone,0,6438.919072,3.0,Medium,5513.68488,white,25856.08365,0
24095,31,M,1.0,88,34318,1,0,Rent,20109,8/31/2016,Wednesday,Local,0,1.0,98,Broker,0,3860.086349,5.0,Compact,19414.81274,silver,17970.138069999997,0
24096,48,M,1.0,87,38728,1,1,Own,20109,2/3/2016,Wednesday,Parking Lot,0,0.0,81,Phone,0,3573.8882439999998,5.0,Large,8392.890331,gray,15092.738959999999,0
24097,43,F,1.0,72,37632,1,1,Own,20142,8/27/2016,Saturday,Local,0,0.0,38,Broker,0,2883.263184,4.0,Medium,9613.012984,white,13833.51507,1
24098,37,F,1.0,80,36119,1,1,Rent,80027,10/22/2016,Saturday,Local,0,0.0,100,Phone,0,6737.288194,4.0,Large,15038.261390000001,red,17336.43203,0
24099,44,F,1.0,87,37832,1,1,Own,50013,10/10/2015,Saturday,Local,0,0.0,38,Phone,0,6087.8486219999995,3.0,Compact,14128.04675,black,21264.90465,1
24100,32,F,0.0,65,34674,1,1,Rent,85002,7/8/2015,Wednesday,Highway,1,0.0,46,Broker,1,4308.417132,4.0,Medium,30360.61073,gray,28689.23473,0
24101,39,F,0.0,64,36634,1,1,Rent,15037,12/15/2016,Thursday,Parking Lot,1,0.0,40,Broker,1,4294.74713,6.0,Large,46584.67793,silver,13490.0528,0
24103,37,F,1.0,37,36102,1,0,Own,80023,9/19/2015,Saturday,Local,1,1.0,64,Broker,0,2481.877167,4.0,Compact,12880.15962,black,5184.837213000001,0
24104,33,M,1.0,83,34961,1,1,Rent,80025,11/27/2016,Sunday,Highway,0,0.0,3,Broker,0,6167.154034,2.0,Large,22596.95052,silver,10400.74743,0
24106,46,F,0.0,74,38278,1,1,Own,85043,5/4/2016,Wednesday,Highway,0,0.0,73,Phone,0,4484.524238,6.0,Large,25194.22961,other,14924.712759999999,0
24107,41,M,1.0,48,37142,0,1,Own,20164,7/10/2015,Friday,Local,1,1.0,53,Broker,0,4204.766814,4.0,Medium,28592.58926,silver,22427.64311,0
24110,64,F,1.0,73,41586,0,1,Own,85045,9/19/2016,Monday,Local,1,0.0,20,Broker,1,3023.004962,3.0,Medium,28333.093010000004,blue,13303.30464,0
24111,34,M,0.0,97,35270,1,0,Rent,50001,3/29/2016,Tuesday,Parking Lot,1,0.0,62,Broker,1,8267.648559000001,5.0,Medium,10054.260209999999,white,19280.60517,0
24115,64,F,1.0,85,41585,1,1,Rent,80002,7/14/2015,Tuesday,Parking Lot,0,0.0,47,Broker,0,5800.136055,8.0,Medium,66060.53875,gray,13132.22394,0
24116,37,F,0.0,94,36113,1,0,Own,50059,6/12/2016,Sunday,Local,5,1.0,9,Broker,1,4898.898911,7.0,Large,14105.00554,white,15046.92411,0
24117,38,M,1.0,83,36380,1,1,Own,85080,5/9/2016,Monday,Parking Lot,0,0.0,50,Phone,0,7823.2572900000005,5.0,Compact,9907.812858,red,33349.19451,0
24119,42,M,1.0,84,-1,1,0,Own,80110,11/13/2015,Friday,Parking Lot,0,1.0,55,Broker,0,6188.032514,4.0,Compact,18656.50648,gray,17012.244469999998,0
24120,42,M,1.0,92,37368,0,1,Rent,80019,5/1/2016,Sunday,Parking Lot,0,1.0,50,Broker,1,4662.293390999999,4.0,Compact,17952.43398,white,29275.395689999998,0
24122,44,M,0.0,92,37860,1,0,Own,50052,8/6/2016,Saturday,Local,0,0.0,3,Broker,0,5515.129343,4.0,Medium,29836.00028,gray,13966.015440000001,0
24123,35,M,1.0,63,35564,0,1,Rent,20107,1/13/2015,Tuesday,Highway,0,0.0,60,Broker,0,3038.638242,4.0,Medium,44531.429619999995,black,27179.82886,1
24125,30,M,0.0,75,34025,1,0,Rent,85051,2/23/2015,Monday,Local,1,1.0,1,Broker,1,4831.90402,4.0,Large,22970.870609999998,silver,31488.82328,0
24126,65,F,1.0,86,41735,1,1,Own,50022,2/4/2015,Wednesday,Parking Lot,2,0.0,61,Phone,1,2480.1632440000003,3.0,Compact,31363.446,blue,9082.347609,1
24127,34,F,0.0,85,35259,1,0,Rent,50007,4/23/2015,Thursday,Parking Lot,0,0.0,56,Broker,0,13368.563970000001,6.0,Medium,7571.685474,blue,7618.7077739999995,0
24128,44,M,0.0,85,37839,1,1,Own,85053,5/18/2015,Monday,Local,0,0.0,48,Broker,0,4141.47901,2.0,Medium,22361.62104,gray,16089.58734,0
24129,44,M,1.0,89,37844,0,0,Rent,80021,1/24/2015,Saturday,Highway,0,1.0,93,Broker,0,10721.73039,1.0,Large,15182.41799,other,15347.05517,0
24130,66,M,1.0,63,41902,0,1,Own,20152,2/28/2016,Sunday,Parking Lot,2,0.0,50,Broker,0,5148.199295,8.0,Compact,25217.62284,gray,27196.995919999998,0
24132,34,F,1.0,65,35267,0,1,Rent,15025,1/17/2016,Sunday,Local,2,1.0,24,Broker,1,9292.006867,5.0,Medium,35385.88828,black,11371.86408,1
24133,31,M,1.0,63,34341,1,0,Own,15025,8/16/2015,Sunday,Parking Lot,0,0.0,69,Broker,0,5352.081235000001,8.0,Medium,14900.46547,white,22130.46454,0
24134,44,M,0.0,92,37852,0,0,Own,20113,2/11/2016,Thursday,Highway,2,0.0,8,Broker,1,2902.3788010000003,4.0,Medium,30054.685889999997,other,21985.32303,0
24135,66,F,1.0,74,41888,0,0,Own,15015,6/17/2016,Friday,Local,0,0.0,100,Broker,1,5380.829934,9.0,Medium,16336.22168,white,41745.599930000004,0
24136,67,F,1.0,78,42048,0,0,Own,15007,8/11/2016,Thursday,Parking Lot,0,0.0,85,Broker,1,5067.5568539999995,3.0,Medium,18216.13288,red,11239.62902,0
24137,50,F,1.0,28,39129,1,1,Rent,15024,1/13/2016,Wednesday,Highway,0,0.0,2,Phone,1,1796.7911510000001,2.0,Medium,19908.627809999998,black,17833.160630000002,0
24139,54,F,1.0,85,39891,0,0,Own,50029,12/8/2016,Thursday,Highway,0,0.0,39,Phone,0,6314.397974,4.0,Compact,15316.253359999999,other,12535.9229,0
